name,B,category,seq,account_name,amount,type,level,Ledger_Account_Number,element_name,English_Label
　　　Compensation for expropriation,0.0,Extraordinary income,,Compensation for expropriation,,1,3,10D300600,CompensationIncomeForExpropriationEI,Compensation for expropriation
　　　Compensation for forced relocation,0.0,Extraordinary income,,Compensation for forced relocation,,1,3,10D300610,CompensationForTransferEI,Compensation for forced relocation
　　　Settlement received,0.0,Extraordinary income,,Settlement received,,1,3,10D300620,SettlementReceivedEI,Settlement received
　　　Penalty income,0.0,Extraordinary income,,Penalty income,,1,3,10D300630,SettlementReceivedEI,Penalty income
　　　Gain on bad debts recovered,0.0,Extraordinary income,,Gain on bad debts recovered,,1,3,10D300640,GainOnBadDebtsRecoveredEI,Gain on bad debts recovered
　　　Gain on forgiveness of debts,0.0,Extraordinary income,,Gain on forgiveness of debts,,1,3,10D300650,GainOnForgivenessOfDebtsEI,Gain on forgiveness of debts
　　　Other,0.0,Extraordinary income,,Other,,1,3,10D300660,ExtraordinaryIncomeAbstract,Other
　　　Extraordinary income,0.0,Extraordinary income,,Extraordinary income,,1,3,10D300670,ExtraordinaryIncome,Extraordinary income
　　Extraordinary losses,,Extraordinary losses,,Extraordinary losses,,T,2,10E400010,ExtraordinaryLossAbstract,Extraordinary losses
　　　Loss on exchange from business combination,0.0,Extraordinary losses,,Loss on exchange from business combination,,1,3,10E400020,LossOnExchangeFromBusinessCombinationEL,Loss on exchange from business combination
　　　Loss on transfer from business divestitures,0.0,Extraordinary losses,,Loss on transfer from business divestitures,,1,3,10E400030,LossOnTransferFromBusinessDivestituresEL,Loss on transfer from business divestitures
　　　Loss on step acquisitions,0.0,Extraordinary losses,,Loss on step acquisitions,,1,3,10E400040,LossOnStepAcquisitionsEL,Loss on step acquisitions
　　　Loss on change in equity,0.0,Extraordinary losses,,Loss on change in equity,,1,3,10E400050,LossOnChangeInEquityEL,Loss on change in equity
　　　Loss on extinguishment of tie-in shares,0.0,Extraordinary losses,,Loss on extinguishment of tie-in shares,,1,3,10E400060,LossOnExtinguishmentOfTieInSharesEL,Loss on extinguishment of tie-in shares
　　　Merger expenses,0.0,Extraordinary losses,,Merger expenses,,1,3,10E400070,MergerExpensesEL,Merger expenses
　　　Loss on sales of non-current assets,0.0,Extraordinary losses,,Loss on sales of non-current assets,,1,3,10E400080,LossOnSalesOfNoncurrentAssetsEL,Loss on sales of non-current assets
　　　Impairment loss,0.0,Extraordinary losses,,Impairment loss,,1,3,10E400090,ImpairmentLossEL,Impairment loss
　　　Loss on disaster,0.0,Extraordinary losses,,Loss on disaster,,1,3,10E400100,LossOnDisasterEL,Loss on disaster
　　　Loss on retirement of non-current assets,0.0,Extraordinary losses,,Loss on retirement of non-current assets,,1,3,10E400110,LossOnRetirementOfNoncurrentAssetsEL,Loss on retirement of non-current assets
　　　Loss on sales and retirement of non-current assets,0.0,Extraordinary losses,,Loss on sales and retirement of non-current assets,,1,3,10E400120,LossOnSalesAndRetirementOfNoncurrentAssetsEL,Loss on sales and retirement of non-current assets
　　　Loss on abandonment of non-current assets,0.0,Extraordinary losses,,Loss on abandonment of non-current assets,,1,3,10E400130,LossOnAbandonmentOfNoncurrentAssetsEL,Loss on abandonment of non-current assets
　　　Loss on disposal of non-current assets,0.0,Extraordinary losses,,Loss on disposal of non-current assets,,1,3,10E400140,LossOnDisposalOfNoncurrentAssetsEL,Loss on disposal of non-current assets
　　　Loss on tax purpose reduction entry of non-current assets,0.0,Extraordinary losses,,Loss on tax purpose reduction entry of non-current assets,,1,3,10E400150,LossOnReductionOfNoncurrentAssetsEL,Loss on tax purpose reduction entry of non-current assets
　　　Loss on valuation of non-current assets,0.0,Extraordinary losses,,Loss on valuation of non-current assets,,1,3,10E400160,LossOnValuationOfNoncurrentAssetsEL,Loss on valuation of non-current assets
"　　　Loss on sales of property, plant and equipment",0.0,Extraordinary losses,,"Loss on sales of property, plant and equipment",,1,3,10E400170,LossOnSalesOfPropertyPlantAndEquipmentEL,"Loss on sales of property, plant and equipment"
"　　　Loss on retirement of property, plant and equipment",0.0,Extraordinary losses,,"Loss on retirement of property, plant and equipment",,1,3,10E400180,LossOnRetirementOfPropertyPlantAndEquipmentEL,"Loss on retirement of property, plant and equipment"
"　　　Loss on disposal of property, plant and equipment",0.0,Extraordinary losses,,"Loss on disposal of property, plant and equipment",,1,3,10E400190,LossOnDisposalOfPropertyPlantAndEquipmentEL,"Loss on disposal of property, plant and equipment"
　　　Loss on sales of land,0.0,Extraordinary losses,,Loss on sales of land,,1,3,10E400200,LossOnSalesOfLandEL,Loss on sales of land
　　　Loss on sales of investment securities,0.0,Extraordinary losses,,Loss on sales of investment securities,,1,3,10E400210,LossOnSalesOfInvestmentSecuritiesEL,Loss on sales of investment securities
　　　Loss on valuation of investment securities,0.0,Extraordinary losses,,Loss on valuation of investment securities,,1,3,10E400220,LossOnValuationOfInvestmentSecuritiesEL,Loss on valuation of investment securities
　　　Loss on redemption of investment securities,0.0,Extraordinary losses,,Loss on redemption of investment securities,,1,3,10E400230,LossOnRedemptionOfInvestmentSecuritiesEL,Loss on redemption of investment securities
　　　Loss on sales of securities,0.0,Extraordinary losses,,Loss on sales of securities,,1,3,10E400240,LossOnSalesOfSecuritiesEL,Loss on sales of securities
　　　Loss on valuation of securities,0.0,Extraordinary losses,,Loss on valuation of securities,,1,3,10E400250,LossOnValuationOfSecuritiesEL,Loss on valuation of securities
　　　Loss on investments in silent partnerships,0.0,Extraordinary losses,,Loss on investments in silent partnerships,,1,3,10E400260,LossOnInvestmentsInSilentPartnershipEL,Loss on investments in silent partnerships
　　　Loss on valuation of investments in capital,0.0,Extraordinary losses,,Loss on valuation of investments in capital,,1,3,10E400270,LossOnValuationOfInvestmentsInCapitalEL,Loss on valuation of investments in capital
　　　Loss on valuation of shares of subsidiaries and associates,0.0,Extraordinary losses,,Loss on valuation of shares of subsidiaries and associates,,1,3,10E400280,LossOnValuationOfStocksOfSubsidiariesAndAffiliatesEL,Loss on valuation of shares of subsidiaries and associates
　　　Loss on sales of shares of subsidiaries and associates,0.0,Extraordinary losses,,Loss on sales of shares of subsidiaries and associates,,1,3,10E400290,LossOnSalesOfStocksOfSubsidiariesAndAffiliatesEL,Loss on sales of shares of subsidiaries and associates
　　　Provision of allowance for investment loss,0.0,Extraordinary losses,,Provision of allowance for investment loss,,1,3,10E400300,ProvisionOfAllowanceForInvestmentLossEL,Provision of allowance for investment loss
　　　Loss on valuation of investments in capital of subsidiaries and associates,0.0,Extraordinary losses,,Loss on valuation of investments in capital of subsidiaries and associates,,1,3,10E400310,LossOnValuationOfInvestmentsInCapitalOfSubsidiariesAndAffiliatesEL,Loss on valuation of investments in capital of subsidiaries and associates
　　　Loss on sales of shares of subsidiaries,0.0,Extraordinary losses,,Loss on sales of shares of subsidiaries,,1,3,10E400320,LossOnSalesOfSubsidiariesStocksEL,Loss on sales of shares of subsidiaries
　　　Loss on valuation of shares of subsidiaries,0.0,Extraordinary losses,,Loss on valuation of shares of subsidiaries,,1,3,10E400330,LossOnValuationOfSubsidiariesStocksEL,Loss on valuation of shares of subsidiaries
　　　Loss on liquidation of subsidiaries and associates,0.0,Extraordinary losses,,Loss on liquidation of subsidiaries and associates,,1,3,10E400340,LossOnLiquidationOfSubsidiariesAndAffiliatesGeneralEL,Loss on liquidation of subsidiaries and associates
　　　Provision for loss on liquidation of subsidiaries and associates,0.0,Extraordinary losses,,Provision for loss on liquidation of subsidiaries and associates,,1,3,10E400350,ProvisionForLossOnLiquidationOfSubsidiariesAndAffiliatesEL,Provision for loss on liquidation of subsidiaries and associates
　　　Loss on liquidation of business,0.0,Extraordinary losses,,Loss on liquidation of business,,1,3,10E400360,LossOnLiquidationOfBusinessEL,Loss on liquidation of business
　　　Provision for loss on business liquidation,0.0,Extraordinary losses,,Provision for loss on business liquidation,,1,3,10E400370,ProvisionForLossOnBusinessLiquidationEL,Provision for loss on business liquidation
　　　Loss on business of subsidiaries and associates,0.0,Extraordinary losses,,Loss on business of subsidiaries and associates,,1,3,10E400380,LossOnBusinessOfSubsidiariesAndAffiliatesEL,Loss on business of subsidiaries and associates
　　　Provision for loss on business of subsidiaries and associates,0.0,Extraordinary losses,,Provision for loss on business of subsidiaries and associates,,1,3,10E400390,ProvisionForLossOnBusinessOfSubsidiariesAndAffiliatesEL,Provision for loss on business of subsidiaries and associates
　　　Business restructuring expenses,0.0,Extraordinary losses,,Business restructuring expenses,,1,3,10E400400,BusinessStructureImprovementExpensesEL,Business restructuring expenses
　　　Provision for business restructuring,0.0,Extraordinary losses,,Provision for business restructuring,,1,3,10E400410,ProvisionForBusinessStructureImprovementEL,Provision for business restructuring
　　　Loss on liquidation of subsidiaries and associates,0.0,Extraordinary losses,,Loss on liquidation of subsidiaries and associates,,1,3,10E400420,LossOnLiquidationOfSubsidiariesAndAffiliatesEL,Loss on liquidation of subsidiaries and associates
　　　Loss on liquidation of subsidiaries,0.0,Extraordinary losses,,Loss on liquidation of subsidiaries,,1,3,10E400430,LossOnLiquidationOfSubsidiariesGeneralEL,Loss on liquidation of subsidiaries
　　　Loss on liquidation of subsidiaries,0.0,Extraordinary losses,,Loss on liquidation of subsidiaries,,1,3,10E400440,LossOnLiquidationOfSubsidiariesEL,Loss on liquidation of subsidiaries
　　　Restructuring loss,0.0,Extraordinary losses,,Restructuring loss,,1,3,10E400450,RestructuringLossEL,Restructuring loss
　　　Loss on withdrawal from business,0.0,Extraordinary losses,,Loss on withdrawal from business,,1,3,10E400460,LossOnBusinessWithdrawalEL,Loss on withdrawal from business
　　　Loss on sale of businesses,0.0,Extraordinary losses,,Loss on sale of businesses,,1,3,10E400470,LossOnTransferOfBusinessEL,Loss on sale of businesses
　　　Loss on support to subsidiaries and associates,0.0,Extraordinary losses,,Loss on support to subsidiaries and associates,,1,3,10E400480,LossOnSupportToSubsidiariesAndSubsidiariesAndAffiliatesEL,Loss on support to subsidiaries and associates
　　　Provision of allowance for doubtful accounts for subsidiaries and associates,0.0,Extraordinary losses,,Provision of allowance for doubtful accounts for subsidiaries and associates,,1,3,10E400490,ProvisionOfAllowanceForDoubtfulAccountsForSubsidiariesAndAffiliatesEL,Provision of allowance for doubtful accounts for subsidiaries and associates
　　　Loss on valuation of other investments,0.0,Extraordinary losses,,Loss on valuation of other investments,,1,3,10E400500,LossOnValuationOfOtherInvestmentsEL,Loss on valuation of other investments
　　　Loss on valuation of golf club membership,0.0,Extraordinary losses,,Loss on valuation of golf club membership,,1,3,10E400510,LossOnValuationOfGolfClubMembershipEL,Loss on valuation of golf club membership
　　　Provision of allowance for doubtful accounts of golf club membership,0.0,Extraordinary losses,,Provision of allowance for doubtful accounts of golf club membership,,1,3,10E400520,ProvisionOfAllowanceForDoubtfulAccountsOfGolfClubMembershipEL,Provision of allowance for doubtful accounts of golf club membership
　　　Loss on sales of golf club memberships,0.0,Extraordinary losses,,Loss on sales of golf club memberships,,1,3,10E400530,LossOnSalesOfGolfClubMembershipsEL,Loss on sales of golf club memberships
　　　Loss on valuation of membership,0.0,Extraordinary losses,,Loss on valuation of membership,,1,3,10E400540,LossOnValuationOfMembershipEL,Loss on valuation of membership
　　　Loss on sales of membership,0.0,Extraordinary losses,,Loss on sales of membership,,1,3,10E400550,LossOnSalesOfMembershipEL,Loss on sales of membership
　　　Loss on valuation of telephone subscription right,0.0,Extraordinary losses,,Loss on valuation of telephone subscription right,,1,3,10E400560,LossOnValuationOfTelephoneSubscriptionRightEL,Loss on valuation of telephone subscription right
　　　Loss on valuation of right to use facilities,0.0,Extraordinary losses,,Loss on valuation of right to use facilities,,1,3,10E400570,LossOnValuationOfRightOfUsingFacilitiesEL,Loss on valuation of right to use facilities
　　　Extra retirement payments,0.0,Extraordinary losses,,Extra retirement payments,,1,3,10E400580,SpecialRetirementExpensesEL,Extra retirement payments
　　　Extra retirement payments,0.0,Extraordinary losses,,Extra retirement payments,,1,3,10E400590,ExtraRetirementPaymentsEL,Extra retirement payments
　　　Extra payments for early retirements,0.0,Extraordinary losses,,Extra payments for early retirements,,1,3,10E400600,EarlyExtraRetirementPaymentsEL,Extra payments for early retirements
　　　Extra retirement payments,0.0,Extraordinary losses,,Extra retirement payments,,1,3,10E400610,SpecialExtraRetirementPaymentsEL,Extra retirement payments
　　　Loss on store closings,0.0,Extraordinary losses,,Loss on store closings,,1,3,10E400620,LossOnClosingOfStoresEL,Loss on store closings
　　　Provision for loss on store closings,0.0,Extraordinary losses,,Provision for loss on store closings,,1,3,10E400630,ProvisionForLossOnStoreClosingEL,Provision for loss on store closings
　　　Office relocation expenses,0.0,Extraordinary losses,,Office relocation expenses,,1,3,10E400640,OfficeTransferExpensesEL,Office relocation expenses
　　　Head office relocation expenses,0.0,Extraordinary losses,,Head office relocation expenses,,1,3,10E400650,HeadOfficeTransferCostEL,Head office relocation expenses
　　　Provision for loss on guarantees,0.0,Extraordinary losses,,Provision for loss on guarantees,,1,3,10E400660,ProvisionForLossOnGuaranteesEL,Provision for loss on guarantees
　　　Provision for loss on construction contracts,0.0,Extraordinary losses,,Provision for loss on construction contracts,,1,3,10E400670,ProvisionForLossOnConstructionContractsEL,Provision for loss on construction contracts
　　　Provision of allowance for doubtful accounts,0.0,Extraordinary losses,,Provision of allowance for doubtful accounts,,1,3,10E400680,ProvisionOfAllowanceForDoubtfulAccountsEL,Provision of allowance for doubtful accounts
　　　Bad debts written off,0.0,Extraordinary losses,,Bad debts written off,,1,3,10E400690,BadDebtsWrittenOffEL,Bad debts written off
　　　Loss on valuation of inventories,0.0,Extraordinary losses,,Loss on valuation of inventories,,1,3,10E400700,LossOnValuationOfInventoriesEL,Loss on valuation of inventories
　　　Loss on disposal of inventories,0.0,Extraordinary losses,,Loss on disposal of inventories,,1,3,10E400710,LossOnDisposalOfInventoriesEL,Loss on disposal of inventories
　　　Loss on retirement of inventories,0.0,Extraordinary losses,,Loss on retirement of inventories,,1,3,10E400720,LossOnRetirementOfInventoriesEL,Loss on retirement of inventories
　　　Loss on abandonment of inventories,0.0,Extraordinary losses,,Loss on abandonment of inventories,,1,3,10E400730,LossOnAbandonmentOfInventoriesEL,Loss on abandonment of inventories
　　　Loss on valuation of goods,0.0,Extraordinary losses,,Loss on valuation of goods,,1,3,10E400740,LossOnValuationOfGoodsEL,Loss on valuation of goods
　　　Loss on abandonment of goods,0.0,Extraordinary losses,,Loss on abandonment of goods,,1,3,10E400750,LossOnAbandonmentOfGoodsEL,Loss on abandonment of goods
　　　Loss on valuation of real estate for sale,0.0,Extraordinary losses,,Loss on valuation of real estate for sale,,1,3,10E400760,LossOnValuationOfRealEstateForSaleEL,Loss on valuation of real estate for sale
　　　Loss on valuation of land for sale,0.0,Extraordinary losses,,Loss on valuation of land for sale,,1,3,10E400770,LossOnValuationOfLandForSaleEL,Loss on valuation of land for sale
　　　Loss on retirement of buildings,0.0,Extraordinary losses,,Loss on retirement of buildings,,1,3,10E400780,LossOnRetirementOfBuildingEL,Loss on retirement of buildings
　　　Foreign exchange losses,0.0,Extraordinary losses,,Foreign exchange losses,,1,3,10E400790,ForeignExchangeLossesEL,Foreign exchange losses
　　　Non-recurring depreciation on non-current assets,0.0,Extraordinary losses,,Non-recurring depreciation on non-current assets,,1,3,10E400800,NonRecurringDepreciationOnNoncurrentAssetsEL,Non-recurring depreciation on non-current assets
　　　Tax purpose reduction entry of contribution for construction,0.0,Extraordinary losses,,Tax purpose reduction entry of contribution for construction,,1,3,10E400810,ReductionEntryOfLandContributionForConstructionEL,Tax purpose reduction entry of contribution for construction
　　　Loss on retirement of software,0.0,Extraordinary losses,,Loss on retirement of software,,1,3,10E400820,LossOnRetirementOfSoftwareEL,Loss on retirement of software
　　　Loss on cancellation of rental contracts,0.0,Extraordinary losses,,Loss on cancellation of rental contracts,,1,3,10E400830,LossOnCancellationOfLeaseholdContractsEL,Loss on cancellation of rental contracts
　　　Loss on cancellation of leases,0.0,Extraordinary losses,,Loss on cancellation of leases,,1,3,10E400840,LossOnCancellationOfLeaseContractsEL,Loss on cancellation of leases
　　　Loss on cancellation of insurance policies,0.0,Extraordinary losses,,Loss on cancellation of insurance policies,,1,3,10E400850,LossOnInsuranceCancellationEL,Loss on cancellation of insurance policies
　　　Retirement benefit expenses,0.0,Extraordinary losses,,Retirement benefit expenses,,1,3,10E400860,RetirementBenefitExpensesEL,Retirement benefit expenses
　　　Loss on contribution of securities to retirement benefit trust,0.0,Extraordinary losses,,Loss on contribution of securities to retirement benefit trust,,1,3,10E400870,LossOnContributionOfSecuritiesToRetirementBenefitTrustEL,Loss on contribution of securities to retirement benefit trust
　　　Loss on transfer of benefit obligation relating to employees' pension fund,0.0,Extraordinary losses,,Loss on transfer of benefit obligation relating to employees' pension fund,,1,3,10E400880,LossOnTransferOfBenefitObligationRelatingToEmployeesPensionFundEL,Loss on transfer of benefit obligation relating to employees' pension fund
　　　Retirement benefit expenses for prior periods,0.0,Extraordinary losses,,Retirement benefit expenses for prior periods,,1,3,10E400890,RetirementBenefitExpensesForPriorPeriodsEL,Retirement benefit expenses for prior periods
　　　Provision for retirement benefits,0.0,Extraordinary losses,,Provision for retirement benefits,,1,3,10E400900,ProvisionForRetirementBenefitsEL,Provision for retirement benefits
　　　Amortization of net retirement benefit obligation at transition,0.0,Extraordinary losses,,Amortization of net retirement benefit obligation at transition,,1,3,10E400910,AmortizationOfNetRetirementBenefitObligationAtTransitionEL,Amortization of net retirement benefit obligation at transition
　　　Retirement benefits for directors (and other officers),0.0,Extraordinary losses,,Retirement benefits for directors (and other officers),,1,3,10E400920,DirectorsRetirementBenefitsEL,Retirement benefits for directors (and other officers)
　　　Provision for retirement benefits for directors (and other officers),0.0,Extraordinary losses,,Provision for retirement benefits for directors (and other officers),,1,3,10E400930,ProvisionForDirectorsRetirementBenefitsEL,Provision for retirement benefits for directors (and other officers)
　　　Loss on revision of retirement benefit plan,0.0,Extraordinary losses,,Loss on revision of retirement benefit plan,,1,3,10E400940,LossOnRevisionOfRetirementBenefitPlanEL,Loss on revision of retirement benefit plan
　　　Loss on termination of retirement benefit plan,0.0,Extraordinary losses,,Loss on termination of retirement benefit plan,,1,3,10E400950,LossOnAbolishmentOfRetirementBenefitPlanEL,Loss on termination of retirement benefit plan
　　　Compensation for damage,0.0,Extraordinary losses,,Compensation for damage,,1,3,10E400960,CompensationForDamageEL,Compensation for damage
　　　Settlement package,0.0,Extraordinary losses,,Settlement package,,1,3,10E400970,SettlementPackageEL,Settlement package
