name,B,category,seq,account_name,amount,type,level,Ledger_Account_Number,element_name,English_Label
　　　　　Ending inventory of merchandise and finished goods,0.0,Cost of sales,,Ending inventory of merchandise and finished goods,,1,5,10E100410,EndingMerchandiseAndFinishedGoodsCOS,Ending inventory of merchandise and finished goods
　　　　Cost of raw material sales,0.0,Cost of sales,,Cost of raw material sales,,1,4,10E100420,CostOfRawMaterialSalesCOSExpOA,Cost of raw material sales
　　　　Cost of service sales,0.0,Cost of sales,,Cost of service sales,,1,4,10E100430,CostOfServiceSalesCOSExpOA,Cost of service sales
　　　　Cost of sales - real estate,0.0,Cost of sales,,Cost of sales - real estate,,1,4,10E100440,CostOfSalesRealEstateCOSExpOA,Cost of sales - real estate
　　　　Cost of sales in development business,0.0,Cost of sales,,Cost of sales in development business,,1,4,10E100450,CostOfSalesOnDevelopmentBusinessCOSExpOA,Cost of sales in development business
　　　　Cost of sales in real estate business,0.0,Cost of sales,,Cost of sales in real estate business,,1,4,10E100460,CostOfSalesOnRealEstateBusinessCOSExpOA,Cost of sales in real estate business
　　　　Cost of sales in leasing business,0.0,Cost of sales,,Cost of sales in leasing business,,1,4,10E100470,CostOfSalesOnLeaseBusinessCOSExpOA,Cost of sales in leasing business
　　　　Cost of sales in residential property sales business,0.0,Cost of sales,,Cost of sales in residential property sales business,,1,4,10E100480,CostOfSalesOnSellingBusinessCOSExpOA,Cost of sales in residential property sales business
　　　　Cost of sales in other businesses,0.0,Cost of sales,,Cost of sales in other businesses,,1,4,10E100490,CostOfSalesOnOtherBusinessCOSExpOA,Cost of sales in other businesses
　　　　Cost of construction sales,0.0,Cost of sales,,Cost of construction sales,,1,4,10E100500,CostOfConstructionSalesCOSExpOA,Cost of construction sales
　　　　Cost of sales of software development,0.0,Cost of sales,,Cost of sales of software development,,1,4,10E100510,CostOfSalesOfSoftwareDevelopmentCOSExpOA,Cost of sales of software development
　　　　Cost of sales of information service,0.0,Cost of sales,,Cost of sales of information service,,1,4,10E100520,CostOfSalesOfInformationServiceCOSExpOA,Cost of sales of information service
　　　　Cost of sales of maintenance service,0.0,Cost of sales,,Cost of sales of maintenance service,,1,4,10E100530,CostOfSalesOfMaintenanceServiceCOSExpOA,Cost of sales of maintenance service
　　　　Cost of sales of goods on consignment,0.0,Cost of sales,,Cost of sales of goods on consignment,,1,4,10E100540,CostOfSalesOfGoodsOnConsignmentCOSExpOA,Cost of sales of goods on consignment
　　　　Cost of indent sales,0.0,Cost of sales,,Cost of indent sales,,1,4,10E100550,CostOfIndentSalesCOSExpOA,Cost of indent sales
　　　　Cost of completed service contracts,0.0,Cost of sales,,Cost of completed service contracts,,1,4,10E100560,CostOfCompletedWorkCOSExpOA,Cost of completed service contracts
　　　　Cost of lease revenue,0.0,Cost of sales,,Cost of lease revenue,,1,4,10E100570,RentCostCOSExpOA,Cost of lease revenue
　　　　Cost of real estate lease revenue,0.0,Cost of sales,,Cost of real estate lease revenue,,1,4,10E100580,CostOfRealEstateRentCOSExpOA,Cost of real estate lease revenue
　　　　Real estate lease expenses,0.0,Cost of sales,,Real estate lease expenses,,1,4,10E100590,ExpensesOfRealEstateRentCOSExpOA,Real estate lease expenses
　　　　Cost of sales in leasing business,0.0,Cost of sales,,Cost of sales in leasing business,,1,4,10E100600,LeaseBusinessCostCOSExpOA,Cost of sales in leasing business
　　　　Cost of sales in residential property sales business,0.0,Cost of sales,,Cost of sales in residential property sales business,,1,4,10E100610,SellingBusinessCostCOSExpOA,Cost of sales in residential property sales business
　　　　Cost of sales in other businesses,0.0,Cost of sales,,Cost of sales in other businesses,,1,4,10E100620,OtherBusinessCostCOSExpOA,Cost of sales in other businesses
　　　　Amortization of software,0.0,Cost of sales,,Amortization of software,,1,4,10E100630,AmortizationOfSoftwareCOSExpOA,Amortization of software
　　　　Maintenance and operating expenses,0.0,Cost of sales,,Maintenance and operating expenses,,1,4,10E100640,MaintenanceAndOperatingExpensesCOSExpOA,Maintenance and operating expenses
　　　　Program production expenses,0.0,Cost of sales,,Program production expenses,,1,4,10E100650,ProgramProductionExpensesCOSExpOA,Program production expenses
　　　　Program expenses,0.0,Cost of sales,,Program expenses,,1,4,10E100660,ProgramExpensesCOSExpOA,Program expenses
　　　　Broadcasting expenses,0.0,Cost of sales,,Broadcasting expenses,,1,4,10E100670,BroadcastingExpensesCOSExpOA,Broadcasting expenses
　　　　Other business expenses,0.0,Cost of sales,,Other business expenses,,1,4,10E100680,OtherBusinessExpensesCOSExpOA,Other business expenses
　　　　Other cost,0.0,Cost of sales,,Other cost,,1,4,10E100690,OtherCostCOSExpOA,Other cost
　　　　Other,0.0,Cost of sales,,Other,,1,4,10E100700,OtherCOSExpOA,Other
　　　　Financial expenses,,Cost of sales,,Financial expenses,,T,4,10E100710,FinancialExpensesAbstract,Financial expenses
　　　　　Financial expenses,0.0,Cost of sales,,Financial expenses,,1,5,10E100720,FinancialExpenses,Financial expenses
　　　　　Cost of operational investment securities,0.0,Cost of sales,,Cost of operational investment securities,,1,5,10E100730,CostOfOperationalInvestmentSecuritiesCOSExpOA,Cost of operational investment securities
　　　　　Interest on borrowings,0.0,Cost of sales,,Interest on borrowings,,1,5,10E100740,InterestOnLoansCOSExpOA,Interest on borrowings
　　　　　Borrowing fee on securities,0.0,Cost of sales,,Borrowing fee on securities,,1,5,10E100750,BorrowingFeeOnSecuritiesCOSExpOA,Borrowing fee on securities
　　　　　Cost of purchased receivables,0.0,Cost of sales,,Cost of purchased receivables,,1,5,10E100760,CostOfPurchasedReceivableCOSExpOA,Cost of purchased receivables
　　　　　Interest on collateral money received for securities lent,0.0,Cost of sales,,Interest on collateral money received for securities lent,,1,5,10E100770,InterestOnCollateralMoneyReceivedForSecuritiesLentCOSExpOA,Interest on collateral money received for securities lent
　　　　　Other financial expenses,0.0,Cost of sales,,Other financial expenses,,1,5,10E100780,OtherFinancialExpensesCOSExpOA,Other financial expenses
"　　　　Selling, general and administrative expenses",,SG&A (cost of sales),,"Selling, general and administrative expenses",,T,4,10E110010,OperatingCostAbstract,"Selling, general and administrative expenses"
　　　　　Sales commission,0.0,SG&A (cost of sales),,Sales commission,,1,5,10E110020,OtherCostCOSExpOA,Sales commission
　　　　　Packing expenses,0.0,SG&A (cost of sales),,Packing expenses,,1,5,10E110030,OtherCostCOSExpOA,Packing expenses
　　　　　Transportation costs,0.0,SG&A (cost of sales),,Transportation costs,,1,5,10E110040,OtherCostCOSExpOA,Transportation costs
　　　　　Advertising expenses,0.0,SG&A (cost of sales),,Advertising expenses,,1,5,10E110050,OtherCostCOSExpOA,Advertising expenses
　　　　　Sample expenses,0.0,SG&A (cost of sales),,Sample expenses,,1,5,10E110060,OtherCostCOSExpOA,Sample expenses
　　　　　Storage costs,0.0,SG&A (cost of sales),,Storage costs,,1,5,10E110070,OtherCostCOSExpOA,Storage costs
　　　　　Delivery examination expenses,0.0,SG&A (cost of sales),,Delivery examination expenses,,1,5,10E110080,OtherCostCOSExpOA,Delivery examination expenses
　　　　　Remuneration for directors (and other officers),0.0,SG&A (cost of sales),,Remuneration for directors (and other officers),,1,5,10E110090,OtherCostCOSExpOA,Remuneration for directors (and other officers)
　　　　　Salaries,0.0,SG&A (cost of sales),,Salaries,,1,5,10E110100,OtherCostCOSExpOA,Salaries
　　　　　Wages,0.0,SG&A (cost of sales),,Wages,,1,5,10E110110,OtherCostCOSExpOA,Wages
　　　　　Allowance,0.0,SG&A (cost of sales),,Allowance,,1,5,10E110120,OtherCostCOSExpOA,Allowance
　　　　　Bonuses,0.0,SG&A (cost of sales),,Bonuses,,1,5,10E110130,OtherCostCOSExpOA,Bonuses
　　　　　Welfare expenses,0.0,SG&A (cost of sales),,Welfare expenses,,1,5,10E110140,OtherCostCOSExpOA,Welfare expenses
　　　　　Entertainment expenses,0.0,SG&A (cost of sales),,Entertainment expenses,,1,5,10E110150,OtherCostCOSExpOA,Entertainment expenses
　　　　　Travel expenses,0.0,SG&A (cost of sales),,Travel expenses,,1,5,10E110160,OtherCostCOSExpOA,Travel expenses
　　　　　Transportation expenses,0.0,SG&A (cost of sales),,Transportation expenses,,1,5,10E110170,OtherCostCOSExpOA,Transportation expenses
　　　　　Communication expenses,0.0,SG&A (cost of sales),,Communication expenses,,1,5,10E110180,OtherCostCOSExpOA,Communication expenses
　　　　　Heating and lighting expenses,0.0,SG&A (cost of sales),,Heating and lighting expenses,,1,5,10E110190,OtherCostCOSExpOA,Heating and lighting expenses
　　　　　Supplies expenses,0.0,SG&A (cost of sales),,Supplies expenses,,1,5,10E110200,OtherCostCOSExpOA,Supplies expenses
　　　　　Taxes and dues,0.0,SG&A (cost of sales),,Taxes and dues,,1,5,10E110210,OtherCostCOSExpOA,Taxes and dues
　　　　　Depreciation,0.0,SG&A (cost of sales),,Depreciation,,1,5,10E110220,OtherCostCOSExpOA,Depreciation
　　　　　Repair expenses,0.0,SG&A (cost of sales),,Repair expenses,,1,5,10E110230,OtherCostCOSExpOA,Repair expenses
　　　　　Insurance expenses,0.0,SG&A (cost of sales),,Insurance expenses,,1,5,10E110240,OtherCostCOSExpOA,Insurance expenses
　　　　　Rent expenses on real estate,0.0,SG&A (cost of sales),,Rent expenses on real estate,,1,5,10E110250,OtherCostCOSExpOA,Rent expenses on real estate
　　　　　Provision of allowance for doubtful accounts,0.0,SG&A (cost of sales),,Provision of allowance for doubtful accounts,,1,5,10E110260,OtherCostCOSExpOA,Provision of allowance for doubtful accounts
　　　　　Bad debts expenses,0.0,SG&A (cost of sales),,Bad debts expenses,,1,5,10E110270,OtherCostCOSExpOA,Bad debts expenses
　　　　　Provision for bonuses,0.0,SG&A (cost of sales),,Provision for bonuses,,1,5,10E110280,OtherCostCOSExpOA,Provision for bonuses
　　　　　Provision for retirement benefits for directors (and other officers),0.0,SG&A (cost of sales),,Provision for retirement benefits for directors (and other officers),,1,5,10E110290,OtherCostCOSExpOA,Provision for retirement benefits for directors (and other officers)
　　　　　Provision for bonuses for directors (and other officers),0.0,SG&A (cost of sales),,Provision for bonuses for directors (and other officers),,1,5,10E110300,OtherCostCOSExpOA,Provision for bonuses for directors (and other officers)
　　　　　Retirement benefit expenses,0.0,SG&A (cost of sales),,Retirement benefit expenses,,1,5,10E110310,OtherCostCOSExpOA,Retirement benefit expenses
　　　　　Research and development expenses,0.0,SG&A (cost of sales),,Research and development expenses,,1,5,10E110320,OtherCostCOSExpOA,Research and development expenses
　　　　　Selling expenses,0.0,SG&A (cost of sales),,Selling expenses,,1,5,10E110330,OtherCostCOSExpOA,Selling expenses
　　　　　General and administrative expenses,,SG&A (cost of sales),,General and administrative expenses,,T,5,10E110340,OperatingCostAbstract,General and administrative expenses
　　　　　　General and administrative expenses,0.0,SG&A (cost of sales),,General and administrative expenses,,1,6,10E110350,OperatingExpenses,General and administrative expenses
　　　　　Personnel expenses,0.0,SG&A (cost of sales),,Personnel expenses,,1,5,10E110360,OperatingExpenses,Personnel expenses
　　　　　Salaries and allowances,0.0,SG&A (cost of sales),,Salaries and allowances,,1,5,10E110370,OperatingExpenses,Salaries and allowances
　　　　　Salaries and bonuses,0.0,SG&A (cost of sales),,Salaries and bonuses,,1,5,10E110380,OperatingExpenses,Salaries and bonuses
"　　　　　Salaries, allowances and bonuses",0.0,SG&A (cost of sales),,"Salaries, allowances and bonuses",,1,5,10E110390,OperatingExpenses,"Salaries, allowances and bonuses"
　　　　　Salaries and allowances and welfare expenses,0.0,SG&A (cost of sales),,Salaries and allowances and welfare expenses,,1,5,10E110400,OperatingExpenses,Salaries and allowances and welfare expenses
　　　　　Salaries and wages,0.0,SG&A (cost of sales),,Salaries and wages,,1,5,10E110410,OperatingExpenses,Salaries and wages
　　　　　Bonuses and allowance,0.0,SG&A (cost of sales),,Bonuses and allowance,,1,5,10E110420,OperatingExpenses,Bonuses and allowance
　　　　　Employees' salaries,0.0,SG&A (cost of sales),,Employees' salaries,,1,5,10E110430,OperatingExpenses,Employees' salaries
　　　　　Employees' bonuses,0.0,SG&A (cost of sales),,Employees' bonuses,,1,5,10E110440,OperatingExpenses,Employees' bonuses
　　　　　Employees' salaries and bonuses,0.0,SG&A (cost of sales),,Employees' salaries and bonuses,,1,5,10E110450,OperatingExpenses,Employees' salaries and bonuses
　　　　　Employees' salaries and allowances,0.0,SG&A (cost of sales),,Employees' salaries and allowances,,1,5,10E110460,OperatingExpenses,Employees' salaries and allowances
"　　　　　Remuneration, salaries and allowances",0.0,SG&A (cost of sales),,"Remuneration, salaries and allowances",,1,5,10E110470,OperatingExpenses,"Remuneration, salaries and allowances"
"　　　　　Remuneration, salaries and allowances for directors (and other officers)",0.0,SG&A (cost of sales),,"Remuneration, salaries and allowances for directors (and other officers)",,1,5,10E110480,OperatingExpenses,"Remuneration, salaries and allowances for directors (and other officers)"
　　　　　Retirement payments,0.0,SG&A (cost of sales),,Retirement payments,,1,5,10E110490,OperatingExpenses,Retirement payments
　　　　　Provision for retirement benefits,0.0,SG&A (cost of sales),,Provision for retirement benefits,,1,5,10E110500,OperatingExpenses,Provision for retirement benefits
　　　　　Retirement benefits for directors (and other officers),0.0,SG&A (cost of sales),,Retirement benefits for directors (and other officers),,1,5,10E110510,OperatingExpenses,Retirement benefits for directors (and other officers)
　　　　　Other salaries,0.0,SG&A (cost of sales),,Other salaries,,1,5,10E110520,OperatingExpenses,Other salaries
　　　　　Legal and other welfare expenses,0.0,SG&A (cost of sales),,Legal and other welfare expenses,,1,5,10E110530,OperatingExpenses,Legal and other welfare expenses
　　　　　Legal welfare expenses,0.0,SG&A (cost of sales),,Legal welfare expenses,,1,5,10E110540,OperatingExpenses,Legal welfare expenses
　　　　　Share-based remuneration expenses,0.0,SG&A (cost of sales),,Share-based remuneration expenses,,1,5,10E110550,OperatingExpenses,Share-based remuneration expenses
　　　　　Amortization of goodwill,0.0,SG&A (cost of sales),,Amortization of goodwill,,1,5,10E110560,OperatingExpenses,Amortization of goodwill
　　　　　Share issuance cost,0.0,SG&A (cost of sales),,Share issuance cost,,1,5,10E110570,OperatingExpenses,Share issuance cost
　　　　　Amortization of business commencement expenses,0.0,SG&A (cost of sales),,Amortization of business commencement expenses,,1,5,10E110580,OperatingExpenses,Amortization of business commencement expenses
　　　　　Amortization of development expenses,0.0,SG&A (cost of sales),,Amortization of development expenses,,1,5,10E110590,OperatingExpenses,Amortization of development expenses
　　　　　Fee expenses,0.0,SG&A (cost of sales),,Fee expenses,,1,5,10E110600,OperatingExpenses,Fee expenses
　　　　　Consulting expenses,0.0,SG&A (cost of sales),,Consulting expenses,,1,5,10E110610,OperatingExpenses,Consulting expenses
　　　　　Education and training expenses,0.0,SG&A (cost of sales),,Education and training expenses,,1,5,10E110620,OperatingExpenses,Education and training expenses
　　　　　Training expenses,0.0,SG&A (cost of sales),,Training expenses,,1,5,10E110630,OperatingExpenses,Training expenses
　　　　　Recruiting expenses,0.0,SG&A (cost of sales),,Recruiting expenses,,1,5,10E110640,OperatingExpenses,Recruiting expenses
　　　　　Offering expenses,0.0,SG&A (cost of sales),,Offering expenses,,1,5,10E110650,OperatingExpenses,Offering expenses
　　　　　Outsourcing expenses,0.0,SG&A (cost of sales),,Outsourcing expenses,,1,5,10E110660,CostSalesOutsideOrderExpense,Outsourcing expenses
　　　　　Administrative outsourcing expenses,0.0,SG&A (cost of sales),,Administrative outsourcing expenses,,1,5,10E110670,OperatingExpenses,Administrative outsourcing expenses
　　　　　Outsourcing expenses,0.0,SG&A (cost of sales),,Outsourcing expenses,,1,5,10E110680,OperatingExpenses,Outsourcing expenses
　　　　　Commission expenses,0.0,SG&A (cost of sales),,Commission expenses,,1,5,10E110690,OperatingExpenses,Commission expenses
　　　　　Rent expenses,0.0,SG&A (cost of sales),,Rent expenses,,1,5,10E110700,OperatingExpenses,Rent expenses
　　　　　Facility expenses,0.0,SG&A (cost of sales),,Facility expenses,,1,5,10E110710,OperatingExpenses,Facility expenses
　　　　　Rent expenses on land and buildings,0.0,SG&A (cost of sales),,Rent expenses on land and buildings,,1,5,10E110720,OperatingExpenses,Rent expenses on land and buildings
　　　　　Rent expenses on land and buildings,0.0,SG&A (cost of sales),,Rent expenses on land and buildings,,1,5,10E110730,OperatingExpenses,Rent expenses on land and buildings
　　　　　Promotion expenses,0.0,SG&A (cost of sales),,Promotion expenses,,1,5,10E110740,OperatingExpenses,Promotion expenses
　　　　　Advertising and promotion expenses,0.0,SG&A (cost of sales),,Advertising and promotion expenses,,1,5,10E110750,OperatingExpenses,Advertising and promotion expenses
　　　　　Business advertising expenses,0.0,SG&A (cost of sales),,Business advertising expenses,,1,5,10E110760,OperatingExpenses,Business advertising expenses
　　　　　Agent fee,0.0,SG&A (cost of sales),,Agent fee,,1,5,10E110770,OperatingExpenses,Agent fee
　　　　　Provision for product warranties,0.0,SG&A (cost of sales),,Provision for product warranties,,1,5,10E110780,OperatingExpenses,Provision for product warranties
　　　　　Provision for warranties for completed construction,0.0,SG&A (cost of sales),,Provision for warranties for completed construction,,1,5,10E110790,OperatingExpenses,Provision for warranties for completed construction
　　　　　Provision for special repairs,0.0,SG&A (cost of sales),,Provision for special repairs,,1,5,10E110800,OperatingExpenses,Provision for special repairs
　　　　　Provision for point card certificates,0.0,SG&A (cost of sales),,Provision for point card certificates,,1,5,10E110810,OperatingExpenses,Provision for point card certificates
　　　　　Provision for loss on interest repayment,0.0,SG&A (cost of sales),,Provision for loss on interest repayment,,1,5,10E110820,OperatingExpenses,Provision for loss on interest repayment
　　　　　Provision for share-based remuneration,0.0,SG&A (cost of sales),,Provision for share-based remuneration,,1,5,10E110830,OperatingExpenses,Provision for share-based remuneration
　　　　　Provision for share-based remuneration for directors (and other officers),0.0,SG&A (cost of sales),,Provision for share-based remuneration for directors (and other officers),,1,5,10E110840,OperatingExpenses,Provision for share-based remuneration for directors (and other officers)
　　　　　Provision for shareholder benefit program,0.0,SG&A (cost of sales),,Provision for shareholder benefit program,,1,5,10E110850,OperatingExpenses,Provision for shareholder benefit program
　　　　　Transportation and storage costs,0.0,SG&A (cost of sales),,Transportation and storage costs,,1,5,10E110860,OperatingExpenses,Transportation and storage costs
　　　　　Freight costs,0.0,SG&A (cost of sales),,Freight costs,,1,5,10E110870,OperatingExpenses,Freight costs
　　　　　Freight and packing costs,0.0,SG&A (cost of sales),,Freight and packing costs,,1,5,10E110880,OperatingExpenses,Freight and packing costs
　　　　　Freight and incidental costs,0.0,SG&A (cost of sales),,Freight and incidental costs,,1,5,10E110890,OperatingExpenses,Freight and incidental costs
　　　　　Packing and transportation costs,0.0,SG&A (cost of sales),,Packing and transportation costs,,1,5,10E110900,OperatingExpenses,Packing and transportation costs
　　　　　Packing and delivery expenses,0.0,SG&A (cost of sales),,Packing and delivery expenses,,1,5,10E110910,OperatingExpenses,Packing and delivery expenses
　　　　　Freight-out,0.0,SG&A (cost of sales),,Freight-out,,1,5,10E110920,OperatingExpenses,Freight-out
　　　　　Freight-out,0.0,SG&A (cost of sales),,Freight-out,,1,5,10E110930,OperatingExpenses,Freight-out
　　　　　Distribution expenses,0.0,SG&A (cost of sales),,Distribution expenses,,1,5,10E110940,OperatingExpenses,Distribution expenses
　　　　　Shipment expenses,0.0,SG&A (cost of sales),,Shipment expenses,,1,5,10E110950,OperatingExpenses,Shipment expenses
　　　　　Experimentation and research expenses,0.0,SG&A (cost of sales),,Experimentation and research expenses,,1,5,10E110960,OperatingExpenses,Experimentation and research expenses
　　　　　Development and research expenses,0.0,SG&A (cost of sales),,Development and research expenses,,1,5,10E110970,OperatingExpenses,Development and research expenses
　　　　　Technical research expenses,0.0,SG&A (cost of sales),,Technical research expenses,,1,5,10E110980,OperatingExpenses,Technical research expenses
　　　　　Research expenses,0.0,SG&A (cost of sales),,Research expenses,,1,5,10E110990,OperatingExpenses,Research expenses
　　　　　Repair and maintenance expenses,0.0,SG&A (cost of sales),,Repair and maintenance expenses,,1,5,10E111000,OperatingExpenses,Repair and maintenance expenses
　　　　　Donations,0.0,SG&A (cost of sales),,Donations,,1,5,10E111010,OperatingExpenses,Donations
　　　　　License fee,0.0,SG&A (cost of sales),,License fee,,1,5,10E111020,OperatingExpenses,License fee
　　　　　Amortization of long-term prepaid expenses,0.0,SG&A (cost of sales),,Amortization of long-term prepaid expenses,,1,5,10E111030,OperatingExpenses,Amortization of long-term prepaid expenses
　　　　　Utilities expenses,0.0,SG&A (cost of sales),,Utilities expenses,,1,5,10E111040,OperatingExpenses,Utilities expenses
　　　　　Power utilities expenses,0.0,SG&A (cost of sales),,Power utilities expenses,,1,5,10E111050,OperatingExpenses,Power utilities expenses
　　　　　Medical expenses,0.0,SG&A (cost of sales),,Medical expenses,,1,5,10E111060,OperatingExpenses,Medical expenses
　　　　　Business office tax,0.0,SG&A (cost of sales),,Business office tax,,1,5,10E111070,OperatingExpenses,Business office tax
　　　　　Enterprise tax,0.0,SG&A (cost of sales),,Enterprise tax,,1,5,10E111080,OperatingExpenses,Enterprise tax
　　　　　Office cost,0.0,SG&A (cost of sales),,Office cost,,1,5,10E111090,OperatingExpenses,Office cost
　　　　　Stationery expenses,0.0,SG&A (cost of sales),,Stationery expenses,,1,5,10E111100,OperatingExpenses,Stationery expenses
　　　　　Office supplies expenses,0.0,SG&A (cost of sales),,Office supplies expenses,,1,5,10E111110,OperatingExpenses,Office supplies expenses
　　　　　Vehicle expenses,0.0,SG&A (cost of sales),,Vehicle expenses,,1,5,10E111120,OperatingExpenses,Vehicle expenses
　　　　　Meeting expenses,0.0,SG&A (cost of sales),,Meeting expenses,,1,5,10E111130,OperatingExpenses,Meeting expenses
　　　　　Membership fee,0.0,SG&A (cost of sales),,Membership fee,,1,5,10E111140,OperatingExpenses,Membership fee
　　　　　Sundry expenses,0.0,SG&A (cost of sales),,Sundry expenses,,1,5,10E111150,OperatingExpenses,Sundry expenses
　　　　　Book expenses,0.0,SG&A (cost of sales),,Book expenses,,1,5,10E111160,OperatingExpenses,Book expenses
　　　　　Print expenses,0.0,SG&A (cost of sales),,Print expenses,,1,5,10E111170,OperatingExpenses,Print expenses
　　　　　Book and printing expenses,0.0,SG&A (cost of sales),,Book and printing expenses,,1,5,10E111180,OperatingExpenses,Book and printing expenses
　　　　　Research study expenses,0.0,SG&A (cost of sales),,Research study expenses,,1,5,10E111190,OperatingExpenses,Research study expenses
　　　　　Investigation expenses,0.0,SG&A (cost of sales),,Investigation expenses,,1,5,10E111200,OperatingExpenses,Investigation expenses
"　　　　　Travel, transportation and communication expenses",0.0,SG&A (cost of sales),,"Travel, transportation and communication expenses",,1,5,10E111210,OperatingExpenses,"Travel, transportation and communication expenses"
　　　　　Travel and communication expenses,0.0,SG&A (cost of sales),,Travel and communication expenses,,1,5,10E111220,OperatingExpenses,Travel and communication expenses
　　　　　Travel and transportation expenses,0.0,SG&A (cost of sales),,Travel and transportation expenses,,1,5,10E111230,OperatingExpenses,Travel and transportation expenses
　　　　　Communication and transportation expenses,0.0,SG&A (cost of sales),,Communication and transportation expenses,,1,5,10E111240,OperatingExpenses,Communication and transportation expenses
　　　　　Trading related expenses,0.0,SG&A (cost of sales),,Trading related expenses,,1,5,10E111250,OperatingExpenses,Trading related expenses
　　　　　Real estate related expenses,0.0,SG&A (cost of sales),,Real estate related expenses,,1,5,10E111260,OperatingExpenses,Real estate related expenses
　　　　　Miscellaneous expenses,0.0,SG&A (cost of sales),,Miscellaneous expenses,,1,5,10E111270,OperatingExpenses,Miscellaneous expenses
　　　　　Other selling expenses,0.0,SG&A (cost of sales),,Other selling expenses,,1,5,10E111280,OperatingExpenses,Other selling expenses
　　　　　Other general and administrative expenses,0.0,SG&A (cost of sales),,Other general and administrative expenses,,1,5,10E111290,OperatingExpenses,Other general and administrative expenses
　　　　　Other expenses,0.0,SG&A (cost of sales),,Other expenses,,1,5,10E111300,OperatingExpenses,Other expenses
　　　　　Other personnel expenses,0.0,SG&A (cost of sales),,Other personnel expenses,,1,5,10E111310,OperatingExpenses,Other personnel expenses
　　　　　Other,0.0,SG&A (cost of sales),,Other,,1,5,10E111320,OperatingExpenses,Other
"　　　　　Selling, general and administrative expenses",0.0,SG&A (cost of sales),,"Selling, general and administrative expenses",,1,5,10E111330,OperatingExpenses,"Selling, general and administrative expenses"
　　Gross profit (loss),0.0,Profit and loss,,Gross profit (loss),,1,2,10F000010,GrossProfit,Gross profit (loss)
　　　Gross profit (loss) - net,0.0,Profit and loss,,Gross profit (loss) - net,,1,3,10F000020,GrossProfitNetGP,Gross profit (loss) - net
　　　　Provision of unrealized income on installment sales,0.0,Other,,Provision of unrealized income on installment sales,,1,4,10F100010,ProvisionOfUnrealizedIncomeOnInstallmentSalesGP,Provision of unrealized income on installment sales
　　　　Reversal of unrealized income on installment sales,0.0,Other,,Reversal of unrealized income on installment sales,,1,4,10F100020,ReversalOfUnrealizedIncomeOnInstallmentSalesGP,Reversal of unrealized income on installment sales
　　　　Provision for sales returns,0.0,Other,,Provision for sales returns,,1,4,10F100030,ProvisionForSalesReturnsGP,Provision for sales returns
　　　　Reversal of provision for sales returns,0.0,Other,,Reversal of provision for sales returns,,1,4,10F100040,ReversalOfProvisionForSalesReturnsGP,Reversal of provision for sales returns
　　　Gross profit (loss) - merchandise,0.0,Profit and loss,,Gross profit (loss) - merchandise,,1,3,10F000030,GrossProfitMerchandiseGP,Gross profit (loss) - merchandise
　　　Gross profit (loss) - finished goods,0.0,Profit and loss,,Gross profit (loss) - finished goods,,1,3,10F000040,GrossProfitFinishedGoodsGP,Gross profit (loss) - finished goods
　　　Gross profit (loss) - real estate sales,0.0,Profit and loss,,Gross profit (loss) - real estate sales,,1,3,10F000050,GrossProfitRealEstateSalesGP,Gross profit (loss) - real estate sales
　　　Gross profit (loss) - real estate business,0.0,Profit and loss,,Gross profit (loss) - real estate business,,1,3,10F000060,GrossProfitRealEstateBusinessGP,Gross profit (loss) - real estate business
　　　Gross profit (loss) - development business,0.0,Profit and loss,,Gross profit (loss) - development business,,1,3,10F000070,GrossProfitDevelopingBusinessGP,Gross profit (loss) - development business
　　　Gross profit (loss) - other business,0.0,Profit and loss,,Gross profit (loss) - other business,,1,3,10F000080,GrossProfitOtherBusinessGP,Gross profit (loss) - other business
　　　Gross profit (loss) - other,0.0,Profit and loss,,Gross profit (loss) - other,,1,3,10F000090,GrossProfitOtherGP,Gross profit (loss) - other
　　Operating gross profit (loss),0.0,Profit and loss,,Operating gross profit (loss),,1,2,10F000100,OperatingGrossProfit,Operating gross profit (loss)
"　　Selling, general and administrative expenses",,"Selling, general and administrative expenses",,"Selling, general and administrative expenses",,T,2,10E200010,SellingGeneralAndAdministrativeExpensesAbstract,"Selling, general and administrative expenses"
　　　Sales commission,0.0,"Selling, general and administrative expenses",,Sales commission,,1,3,10E200020,SalesCommissionSGA,Sales commission
　　　Packing expenses,0.0,"Selling, general and administrative expenses",,Packing expenses,,1,3,10E200030,PackingExpensesSGA,Packing expenses
　　　Transportation costs,0.0,"Selling, general and administrative expenses",,Transportation costs,,1,3,10E200040,HaulageExpensesSGA,Transportation costs
　　　Advertising expenses,0.0,"Selling, general and administrative expenses",,Advertising expenses,,1,3,10E200050,AdvertisingExpensesSGA,Advertising expenses
　　　Sample expenses,0.0,"Selling, general and administrative expenses",,Sample expenses,,1,3,10E200060,SampleExpensesSGA,Sample expenses
　　　Storage costs,0.0,"Selling, general and administrative expenses",,Storage costs,,1,3,10E200070,WarehousingExpensesSGA,Storage costs
　　　Delivery examination expenses,0.0,"Selling, general and administrative expenses",,Delivery examination expenses,,1,3,10E200080,DeliveryExaminationExpensesSGA,Delivery examination expenses
　　　Remuneration for directors (and other officers),0.0,"Selling, general and administrative expenses",,Remuneration for directors (and other officers),,1,3,10E200090,DirectorsCompensationsSGA,Remuneration for directors (and other officers)
